Image_ID,Mask_ID,Facemask_ID,Maskexists,Masknotexists,Face_Coordinates,Image_Coordinates,Image_CategoryID,Riskmask_ID,Non_riskmaskID,FileID,Maskweidth,Maskheight,Imagewidth,Imageheight,Mask_Price,Encryption_Key,Encryption_Method_SSN,Masked_Social_Security_Number,Masked_Credi_Number,Masked_DOB,Privacy_Policy_Reference_Number,Masked_Medical_Record,Data_Masking_Entity
77161,77161,,FALSE,FALSE,,,,114999,,,77181,76113,114697,114697,40540,114478,170180,1068,170180,,,,
77162,77162,,FALSE,FALSE,,,,115000,,,77182,76114,114698,114698,40541,114479,170181,1523,170181,,,,
77163,77163,,FALSE,FALSE,,,,115001,,,77183,76115,114699,114699,40542,114480,170182,635,170182,,,,
77164,77164,,FALSE,FALSE,,,,115002,,,77184,76116,114700,114700,40543,114481,170183,318,170183,,,,
77165,77165,,FALSE,FALSE,,,,115003,,,77185,76117,114701,114701,40544,114482,170184,435,170184,,,,
77166,77166,,FALSE,FALSE,,,,115004,,,77186,76118,114702,114702,40545,114483,170185,454,170185,,,,
77167,77167,,FALSE,FALSE,,,,115005,,,77187,76119,114703,114703,40546,114484,170186,1099,170186,,,,
77168,77168,,FALSE,FALSE,,,,115006,,,77188,76120,114704,114704,40547,114485,170187,399,170187,,,,
77169,77169,,FALSE,FALSE,,,,115007,,,77189,76121,114705,114705,40548,114486,170188,487,170188,,,,
77170,77170,,FALSE,FALSE,,,,115008,,,77190,76122,114706,114706,40549,114487,170189,599,170189,,,,
77171,77171,,FALSE,FALSE,,,,115009,,,77191,76123,114707,114707,40550,114488,170190,635,170190,,,,
77172,77172,,FALSE,FALSE,,,,115010,,,77192,76124,114708,114708,40551,114489,170191,435,170191,,,,
77173,77173,,FALSE,FALSE,,,,115011,,,77193,76125,114709,114709,40552,114490,170192,899,170192,,,,
77174,77174,,FALSE,FALSE,,,,115012,,,77194,76126,114710,114710,40553,114491,170193,666,170193,,,,
77175,77175,,FALSE,FALSE,,,,115013,,,77195,76127,114711,114711,40554,114492,170194,736,170194,,,,
77176,77176,,FALSE,FALSE,,,,115014,,,77196,76128,114712,114712,40555,114493,170195,560,170195,,,,
77177,77177,,FALSE,FALSE,,,,115015,,,77197,76129,114713,114713,40556,114494,170196,699,170196,,,,
77178,77178,,FALSE,FALSE,,,,115016,,,77198,76130,114714,114714,40557,114495,170197,771,170197,,,,
77179,77179,,FALSE,FALSE,,,,115017,,,77199,76131,114715,114715,40558,114496,170198,382,170198,,,,
77180,77180,,FALSE,FALSE,,,,115018,,,77200,76132,114716,114716,40559,114497,170199,513,170199,,,,
77181,77181,,FALSE,FALSE,,,,115019,,,77201,76133,114717,114717,40560,114498,170200,936,170200,,,,
77182,77182,,FALSE,FALSE,,,,115020,,,77202,76134,114718,114718,40561,114499,170201,824,170201,,,,
77183,77183,,FALSE,FALSE,,,,115021,,,77203,76135,114719,114719,40562,114500,170202,382,170202,,,,
77184,77184,,FALSE,FALSE,,,,115022,,,77204,76136,114720,114720,40563,114501,170203,376,170203,,,,
77185,77185,,FALSE,FALSE,,,,115023,,,77205,76137,114721,114721,40564,114502,170204,435,170204,,,,
77186,77186,,FALSE,FALSE,,,,115024,,,77206,76138,114722,114722,40565,114503,170205,999,170205,,,,
77187,77187,,FALSE,FALSE,,,,115025,,,77207,76139,114723,114723,40566,114504,170206,523,170206,,,,
77188,77188,,FALSE,FALSE,,,,115026,,,77208,76140,114724,114724,40567,114505,170207,1133,170207,,,,
77189,77189,,FALSE,FALSE,,,,115027,,,77209,76141,114725,114725,40568,114506,170208,568,170208,,,,
77190,77190,,FALSE,FALSE,,,,115028,,,77210,76142,114726,114726,40569,114507,170209,824,170209,,,,
77191,77191,,FALSE,FALSE,,,,115029,,,77211,76143,114727,114727,40570,114508,170210,771,170210,,,,
77192,77192,,FALSE,FALSE,,,,115030,,,77212,76144,114728,114728,40571,114509,170211,749,170211,,,,
77193,77193,,FALSE,FALSE,,,,115031,,,77213,76145,114729,114729,40572,114510,170212,783,170212,,,,
77194,77194,,FALSE,FALSE,,,,115032,,,77214,76146,114730,114730,40573,114511,170213,999,170213,,,,
77195,77195,,FALSE,FALSE,,,,115033,,,77215,76147,114731,114731,40574,114512,170214,1349,170214,,,,
77196,77196,,FALSE,FALSE,,,,115034,,,77216,76148,114732,114732,40575,114513,170215,649,170215,,,,
77197,77197,,FALSE,FALSE,,,,115035,,,77217,76149,114733,114733,40576,114514,170216,1523,170216,,,,
77198,77198,,FALSE,FALSE,,,,115036,,,77218,76150,114734,114734,40577,114515,170217,665,170217,,,,
77199,77199,,FALSE,FALSE,,,,115037,,,77219,76151,114735,114735,40578,114516,170218,399,170218,,,,
77200,77200,,FALSE,FALSE,,,,115038,,,77220,76152,114736,114736,40579,114517,170219,517,170219,,,,
77201,77201,,FALSE,FALSE,,,,115039,,,77221,76153,114737,114737,40580,114518,170220,665,170220,,,,
77202,77202,,FALSE,FALSE,,,,115040,,,77222,76154,114738,114738,40581,114519,170221,487,170221,,,,
77203,77203,,FALSE,FALSE,,,,115041,,,77223,76155,114739,114739,40582,114520,170222,641,170222,,,,
77204,77204,,FALSE,FALSE,,,,115042,,,77224,76156,114740,114740,40583,114521,170223,399,170223,,,,
77205,77205,,FALSE,FALSE,,,,115043,,,77225,76157,114741,114741,40584,114522,170224,301,170224,,,,
77206,77206,,FALSE,FALSE,,,,115044,,,77226,76158,114742,114742,40585,114523,170225,545,170225,,,,
77207,77207,,FALSE,FALSE,,,,115045,,,77227,76159,114743,114743,40586,114524,170226,382,170226,,,,
77208,77208,,FALSE,FALSE,,,,115046,,,77228,76160,114744,114744,40587,114525,170227,773,170227,,,,
77209,77209,,FALSE,FALSE,,,,115047,,,77229,76161,114745,114745,40588,114526,170228,487,170228,,,,
77210,77210,,FALSE,FALSE,,,,115048,,,77230,76162,114746,114746,40589,114527,170229,362,170229,,,,
77211,77211,,FALSE,FALSE,,,,115049,,,77231,76163,114747,114747,40590,114528,170230,382,170230,,,,
77212,77212,,FALSE,FALSE,,,,115050,,,77232,76164,114748,114748,40591,114529,170231,831,170231,,,,
77213,77213,,FALSE,FALSE,,,,115051,,,77233,76165,114749,114749,40592,114530,170232,969,170232,,,,
77214,77214,,FALSE,FALSE,,,,115052,,,77234,76166,114750,114750,40593,114531,170233,1073,170233,,,,
77215,77215,,FALSE,FALSE,,,,115053,,,77235,76167,114751,114751,40594,114532,170234,833,170234,,,,
77216,77216,,FALSE,FALSE,,,,115054,,,77236,76168,114752,114752,40595,114533,170235,364,170235,,,,
77217,77217,,FALSE,FALSE,,,,115055,,,77237,76169,114753,114753,40596,114534,170236,364,170236,,,,
77218,77218,,FALSE,FALSE,,,,115056,,,77238,76170,114754,114754,40597,114535,170237,629,170237,,,,
77219,77219,,FALSE,FALSE,,,,115057,,,77239,76171,114755,114755,40598,114536,170238,698,170238,,,,
77220,77220,,FALSE,FALSE,,,,115058,,,77240,76172,114756,114756,40599,114537,170239,399,170239,,,,
77221,77221,,FALSE,FALSE,,,,115059,,,77241,76173,114757,114757,40600,114538,170240,899,170240,,,,
77222,77222,,FALSE,FALSE,,,,115060,,,77242,76174,114758,114758,40601,114539,170241,301,170241,,,,
77223,77223,,FALSE,FALSE,,,,115061,,,77243,76175,114759,114759,40602,114540,170242,522,170242,,,,
77224,77224,,FALSE,FALSE,,,,115062,,,77244,76176,114760,114760,40603,114541,170243,382,170243,,,,
77225,77225,,FALSE,FALSE,,,,115063,,,77245,76177,114761,114761,40604,114542,170244,597,170244,,,,
77226,77226,,FALSE,FALSE,,,,115064,,,77246,76178,114762,114762,40605,114543,170245,685,170245,,,,
77227,77227,,FALSE,FALSE,,,,115065,,,77247,76179,114763,114763,40606,114544,170246,499,170246,,,,
77228,77228,,FALSE,FALSE,,,,115066,,,77248,76180,114764,114764,40607,114545,170247,471,170247,,,,
77229,77229,,FALSE,FALSE,,,,115067,,,77249,76181,114765,114765,40608,114546,170248,735,170248,,,,
77230,77230,,FALSE,FALSE,,,,115068,,,77250,76182,114766,114766,40609,114547,170249,987,170249,,,,
77231,77231,,FALSE,FALSE,,,,115069,,,77251,76183,114767,114767,40610,114548,170250,382,170250,,,,
77232,77232,,FALSE,FALSE,,,,115070,,,77252,76184,114768,114768,40611,114549,170251,0,170251,,,,
77233,77233,,FALSE,FALSE,,,,115071,,,77253,76185,114769,114769,40612,114550,170252,635,170252,,,,
77234,77234,,TRUE,TRUE,,,,115072,,,77254,76186,114770,114770,40613,114551,170253,762,170253,,,,
77235,77235,,FALSE,FALSE,,,,115073,,,77255,76187,114771,114771,40614,114552,170254,1043,170254,,,,
77236,77236,,FALSE,FALSE,,,,115074,,,77256,76188,114772,114772,40615,114553,170255,499,170255,,,,
77237,77237,,FALSE,FALSE,,,,115075,,,77257,76189,114773,114773,40616,114554,170256,292,170256,,,,
77238,77238,,FALSE,FALSE,,,,115076,,,77258,76190,114774,114774,40617,114555,170257,292,170257,,,,
77239,77239,,FALSE,FALSE,,,,115077,,,77259,76191,114775,114775,40618,114556,170258,688,170258,,,,
77240,77240,,FALSE,FALSE,,,,115078,,,77260,76192,114776,114776,40619,114557,170259,553,170259,,,,
77241,77241,,FALSE,FALSE,,,,115079,,,77261,76193,114777,114777,40620,114558,170260,655,170260,,,,
77242,77242,,FALSE,FALSE,,,,115080,,,77262,76194,114778,114778,40621,114559,170261,307,170261,,,,
77243,77243,,FALSE,FALSE,,,,115081,,,77263,76195,114779,114779,40622,114560,170262,484,170262,,,,
77244,77244,,FALSE,FALSE,,,,115082,,,77264,76196,114780,114780,40623,114561,170263,323,170263,,,,
77245,77245,,FALSE,FALSE,,,,115083,,,77265,76197,114781,114781,40624,114562,170264,521,170264,,,,
77246,77246,,FALSE,FALSE,,,,115084,,,77266,76198,114782,114782,40625,114563,170265,1164,170265,,,,
77247,77247,,FALSE,FALSE,,,,115085,,,77267,76199,114783,114783,40626,114564,170266,372,170266,,,,
77248,77248,,FALSE,FALSE,,,,115086,,,77268,76200,114784,114784,40627,114565,170267,633,170267,,,,
77249,77249,,FALSE,FALSE,,,,115087,,,77269,76201,114785,114785,40628,114566,170268,774,170268,,,,
77250,77250,,FALSE,FALSE,,,,115088,,,77270,76202,114786,114786,40629,114567,170269,1137,170269,,,,
77251,77251,,FALSE,FALSE,,,,115089,,,77271,76203,114787,114787,40630,114568,170270,507,170270,,,,
77252,77252,,FALSE,FALSE,,,,115090,,,77272,76204,114788,114788,40631,114569,170271,544,170271,,,,
77253,77253,,FALSE,FALSE,,,,115091,,,77273,76205,114789,114789,40632,114570,170272,629,170272,,,,
77254,77254,,FALSE,FALSE,,,,115092,,,77274,76206,114790,114790,40633,114571,170273,831,170273,,,,
77255,77255,,FALSE,FALSE,,,,115093,,,77275,76207,114791,114791,40634,114572,170274,788,170274,,,,
77256,77256,,FALSE,FALSE,,,,115094,,,77276,76208,114792,114792,40635,114573,170275,499,170275,,,,
77257,77257,,FALSE,FALSE,,,,115095,,,77277,76209,114793,114793,40636,114574,170276,382,170276,,,,
77258,77258,,FALSE,FALSE,,,,115096,,,77278,76210,114794,114794,40637,114575,170277,759,170277,,,,
77259,77259,,FALSE,FALSE,,,,115097,,,77279,76211,114795,114795,40638,114576,170278,477,170278,,,,
77260,77260,,FALSE,FALSE,,,,115098,,,77280,76212,114796,114796,40639,114577,170279,463,170279,,,,
77261,77261,,FALSE,FALSE,,,,115099,,,77281,76213,114797,114797,40640,114578,170280,336,170280,,,,
77262,77262,,FALSE,FALSE,,,,115100,,,77282,76214,114798,114798,40641,114579,170281,387,170281,,,,
77263,77263,,FALSE,FALSE,,,,115101,,,77283,76215,114799,114799,40642,114580,170282,372,170282,,,,
77264,77264,,FALSE,FALSE,,,,115102,,,77284,76216,114800,114800,40643,114581,170283,323,170283,,,,
77265,77265,,FALSE,FALSE,,,,115103,,,77285,76217,114801,114801,40644,114582,170284,612,170284,,,,
77266,77266,,FALSE,FALSE,,,,115104,,,77286,76218,114802,114802,40645,114583,170285,471,170285,,,,
77267,77267,,FALSE,FALSE,,,,115105,,,77287,76219,114803,114803,40646,114584,170286,613,170286,,,,
77268,77268,,FALSE,FALSE,,,,115106,,,77288,76220,114804,114804,40647,114585,170287,751,170287,,,,
77269,77269,,FALSE,FALSE,,,,115107,,,77289,76221,114805,114805,40648,114586,170288,499,170288,,,,
77270,77270,,FALSE,FALSE,,,,115108,,,77290,76222,114806,114806,40649,114587,170289,688,170289,,,,
77271,77271,,FALSE,FALSE,,,,115109,,,77291,76223,114807,114807,40650,114588,170290,359,170290,,,,
77272,77272,,FALSE,FALSE,,,,115110,,,77292,76224,114808,114808,40651,114589,170291,329,170291,,,,
77273,77273,,FALSE,FALSE,,,,115111,,,77293,76225,114809,114809,40652,114590,170292,499,170292,,,,
77274,77274,,FALSE,FALSE,,,,115112,,,77294,76226,114810,114810,40653,114591,170293,499,170293,,,,
77275,77275,,FALSE,FALSE,,,,115113,,,77295,76227,114811,114811,40654,114592,170294,698,170294,,,,
77276,77276,,FALSE,FALSE,,,,115114,,,77296,76228,114812,114812,40655,114593,170295,645,170295,,,,
77277,77277,,FALSE,FALSE,,,,115115,,,77297,76229,114813,114813,40656,114594,170296,688,170296,,,,
77278,77278,,FALSE,FALSE,,,,115116,,,77298,76230,114814,114814,40657,114595,170297,1115,170297,,,,
77279,77279,,FALSE,FALSE,,,,115117,,,77299,76231,114815,114815,40658,114596,170298,306,170298,,,,
77280,77280,,FALSE,FALSE,,,,115118,,,77300,76232,114816,114816,40659,114597,170299,1199,170299,,,,
77281,77281,,FALSE,FALSE,,,,115119,,,77301,76233,114817,114817,40660,114598,170300,435,170300,,,,
77282,77282,,FALSE,FALSE,,,,115120,,,77302,76234,114818,114818,40661,114599,170301,307,170301,,,,
77283,77283,,FALSE,FALSE,,,,115121,,,77303,76235,114819,114819,40662,114600,170302,1127,170302,,,,
77284,77284,,FALSE,FALSE,,,,115122,,,77304,76236,114820,114820,40663,114601,170303,499,170303,,,,
77285,77285,,FALSE,FALSE,,,,115123,,,77305,76237,114821,114821,40664,114602,170304,664,170304,,,,
77286,77286,,FALSE,FALSE,,,,115124,,,77306,76238,114822,114822,40665,114603,170305,735,170305,,,,
77287,77287,,FALSE,FALSE,,,,115125,,,77307,76239,114823,114823,40666,114604,170306,725,170306,,,,
77288,77288,,FALSE,FALSE,,,,115126,,,77308,76240,114824,114824,40667,114605,170307,496,170307,,,,
77289,77289,,FALSE,FALSE,,,,115127,,,77309,76241,114825,114825,40668,114606,170308,759,170308,,,,
77290,77290,,FALSE,FALSE,,,,115128,,,77310,76242,114826,114826,40669,114607,170309,788,170309,,,,
77291,77291,,FALSE,FALSE,,,,115129,,,77311,76243,114827,114827,40670,114608,170310,1115,170310,,,,
77292,77292,,FALSE,FALSE,,,,115130,,,77312,76244,114828,114828,40671,114609,170311,800,170311,,,,
77293,77293,,FALSE,FALSE,,,,115131,,,77313,76245,114829,114829,40672,114610,170312,418,170312,,,,
77294,77294,,FALSE,FALSE,,,,115132,,,77314,76246,114830,114830,40673,114611,170313,416,170313,,,,
77295,77295,,FALSE,FALSE,,,,115133,,,77315,76247,114831,114831,40674,114612,170314,1315,170314,,,,
77296,77296,,FALSE,FALSE,,,,115134,,,77316,76248,114832,114832,40675,114613,170315,1178,170315,,,,
77297,77297,,FALSE,FALSE,,,,115135,,,77317,76249,114833,114833,40676,114614,170316,292,170316,,,,
77298,77298,,FALSE,FALSE,,,,115136,,,77318,76250,114834,114834,40677,114615,170317,499,170317,,,,
77299,77299,,FALSE,FALSE,,,,115137,,,77319,76251,114835,114835,40678,114616,170318,744,170318,,,,
77300,77300,,FALSE,FALSE,,,,115138,,,77320,76252,114836,114836,40679,114617,170319,666,170319,,,,
77301,77301,,FALSE,FALSE,,,,115139,,,77321,76253,114837,114837,40680,114618,170320,1190,170320,,,,
77302,77302,,FALSE,FALSE,,,,115140,,,77322,76254,114838,114838,40681,114619,170321,837,170321,,,,
77303,77303,,FALSE,FALSE,,,,115141,,,77323,76255,114839,114839,40682,114620,170322,842,170322,,,,
77304,77304,,FALSE,FALSE,,,,115142,,,77324,76256,114840,114840,40683,114621,170323,842,170323,,,,
77305,77305,,FALSE,FALSE,,,,115143,,,77325,76257,114841,114841,40684,114622,170324,563,170324,,,,
77306,77306,,FALSE,FALSE,,,,115144,,,77326,76258,114842,114842,40685,114623,170325,550,170325,,,,
77307,77307,,FALSE,FALSE,,,,115145,,,77327,76259,114843,114843,40686,114624,170326,573,170326,,,,
77308,77308,,FALSE,FALSE,,,,115146,,,77328,76260,114844,114844,40687,114625,170327,824,170327,,,,
77309,77309,,FALSE,FALSE,,,,115147,,,77329,76261,114845,114845,40688,114626,170328,487,170328,,,,
77310,77310,,FALSE,FALSE,,,,115148,,,77330,76262,114846,114846,40689,114627,170329,736,170329,,,,
77311,77311,,FALSE,FALSE,,,,115149,,,77331,76263,114847,114847,40690,114628,170330,349,170330,,,,
77312,77312,,FALSE,FALSE,,,,115150,,,77332,76264,114848,114848,40691,114629,170331,441,170331,,,,
77313,77313,,FALSE,FALSE,,,,115151,,,77333,76265,114849,114849,40692,114630,170332,688,170332,,,,
77314,77314,,FALSE,FALSE,,,,115152,,,77334,76266,114850,114850,40693,114631,170333,774,170333,,,,
77315,77315,,FALSE,FALSE,,,,115153,,,77335,76267,114851,114851,40694,114632,170334,759,170334,,,,
77316,77316,,FALSE,FALSE,,,,115154,,,77336,76268,114852,114852,40695,114633,170335,699,170335,,,,
77317,77317,,FALSE,FALSE,,,,115155,,,77337,76269,114853,114853,40696,114634,170336,606,170336,,,,
77318,77318,,FALSE,FALSE,,,,115156,,,77338,76270,114854,114854,40697,114635,170337,410,170337,,,,
77319,77319,,FALSE,FALSE,,,,115157,,,77339,76271,114855,114855,40698,114636,170338,588,170338,,,,
77320,77320,,FALSE,FALSE,,,,115158,,,77340,76272,114856,114856,40699,114637,170339,543,170339,,,,
77321,77321,,FALSE,FALSE,,,,115159,,,77341,76273,114857,114857,40700,114638,170340,471,170340,,,,
77322,77322,,FALSE,FALSE,,,,115160,,,77342,76274,114858,114858,40701,114639,170341,735,170341,,,,
77323,77323,,FALSE,FALSE,,,,115161,,,77343,76275,114859,114859,40702,114640,170342,1442,170342,,,,
77324,77324,,FALSE,FALSE,,,,115162,,,77344,76276,114860,114860,40703,114641,170343,499,170343,,,,
77325,77325,,FALSE,FALSE,,,,115163,,,77345,76277,114861,114861,40704,114642,170344,735,170344,,,,
77326,77326,,FALSE,FALSE,,,,115164,,,77346,76278,114862,114862,40705,114643,170345,499,170345,,,,
77327,77327,,FALSE,FALSE,,,,115165,,,77347,76279,114863,114863,40706,114644,170346,521,170346,,,,
77328,77328,,FALSE,FALSE,,,,115166,,,77348,76280,114864,114864,40707,114645,170347,387,170347,,,,
77329,77329,,FALSE,FALSE,,,,115167,,,77349,76281,114865,114865,40708,114646,170348,292,170348,,,,
77330,77330,,FALSE,FALSE,,,,115168,,,77350,76282,114866,114866,40709,114647,170349,308,170349,,,,
77331,77331,,FALSE,FALSE,,,,115169,,,77351,76283,114867,114867,40710,114648,170350,1164,170350,,,,
77332,77332,,FALSE,FALSE,,,,115170,,,77352,76284,114868,114868,40711,114649,170351,501,170351,,,,
77333,77333,,FALSE,FALSE,,,,115171,,,77353,76285,114869,114869,40712,114650,170352,613,170352,,,,
77334,77334,,FALSE,FALSE,,,,115172,,,77354,76286,114870,114870,40713,114651,170353,846,170353,,,,
77335,77335,,FALSE,FALSE,,,,115173,,,77355,76287,114871,114871,40714,114652,170354,658,170354,,,,
77336,77336,,FALSE,FALSE,,,,115174,,,77356,76288,114872,114872,40715,114653,170355,1268,170355,,,,
77337,77337,,FALSE,FALSE,,,,115175,,,77357,76289,114873,114873,40716,114654,170356,292,170356,,,,
77338,77338,,FALSE,FALSE,,,,115176,,,77358,76290,114874,114874,40717,114655,170357,1125,170357,,,,
77339,77339,,FALSE,FALSE,,,,115177,,,77359,76291,114875,114875,40718,114656,170358,323,170358,,,,
77340,77340,,FALSE,FALSE,,,,115178,,,77360,76292,114876,114876,40719,114657,170359,979,170359,,,,
77341,77341,,FALSE,FALSE,,,,115179,,,77361,76293,114877,114877,40720,114658,170360,1319,170360,,,,
77342,77342,,FALSE,FALSE,,,,115180,,,77362,76294,114878,114878,40721,114659,170361,760,170361,,,,
77343,77343,,FALSE,FALSE,,,,115181,,,77363,76295,114879,114879,40722,114660,170362,1137,170362,,,,
77344,77344,,FALSE,FALSE,,,,115182,,,77364,76296,114880,114880,40723,114661,170363,382,170363,,,,
77345,77345,,FALSE,FALSE,,,,115183,,,77365,76297,114881,114881,40724,114662,170364,787,170364,,,,
77346,77346,,FALSE,FALSE,,,,115184,,,77366,76298,114882,114882,40725,114663,170365,499,170365,,,,
77347,77347,,FALSE,FALSE,,,,115185,,,77367,76299,114883,114883,40726,114664,170366,958,170366,,,,
77348,77348,,FALSE,FALSE,,,,115186,,,77368,76300,114884,114884,40727,114665,170367,969,170367,,,,
77349,77349,,FALSE,FALSE,,,,115187,,,77369,76301,114885,114885,40728,114666,170368,382,170368,,,,
77350,77350,,FALSE,FALSE,,,,115188,,,77370,76302,114886,114886,40729,114667,170369,292,170369,,,,
77351,77351,,FALSE,FALSE,,,,115189,,,77371,76303,114887,114887,40730,114668,170370,431,170370,,,,
77352,77352,,FALSE,FALSE,,,,115190,,,77372,76304,114888,114888,40731,114669,170371,573,170371,,,,
77353,77353,,FALSE,FALSE,,,,115191,,,77373,76305,114889,114889,40732,114670,170372,1192,170372,,,,
77354,77354,,FALSE,FALSE,,,,115192,,,77374,76306,114890,114890,40733,114671,170373,468,170373,,,,
77355,77355,,FALSE,FALSE,,,,115193,,,77375,76307,114891,114891,40734,114672,170374,626,170374,,,,
77356,77356,,FALSE,FALSE,,,,115194,,,77376,76308,114892,114892,40735,114673,170375,735,170375,,,,
77357,77357,,FALSE,FALSE,,,,115195,,,77377,76309,114893,114893,40736,114674,170376,543,170376,,,,
77358,77358,,FALSE,FALSE,,,,115196,,,77378,76310,114894,114894,40737,114675,170377,486,170377,,,,
77359,77359,,FALSE,FALSE,,,,115197,,,77379,76311,114895,114895,40738,114676,170378,499,170378,,,,
77360,77360,,FALSE,FALSE,,,,115198,,,77380,76312,114896,114896,40739,114677,170379,405,170379,,,,
77361,77361,,FALSE,FALSE,,,,115199,,,77381,76313,114897,114897,40740,114678,170380,529,170380,,,,
77362,77362,,FALSE,FALSE,,,,115200,,,77382,76314,114898,114898,40741,114679,170381,441,170381,,,,
77363,77363,,FALSE,FALSE,,,,115201,,,77383,76315,114899,114899,40742,114680,170382,479,170382,,,,
77364,77364,,FALSE,FALSE,,,,115202,,,77384,76316,114900,114900,40743,114681,170383,1083,170383,,,,
77365,77365,,FALSE,FALSE,,,,115203,,,77385,76317,114901,114901,40744,114682,170384,588,170384,,,,
77366,77366,,FALSE,FALSE,,,,115204,,,77386,76318,114902,114902,40745,114683,170385,315,170385,,,,
77367,77367,,FALSE,FALSE,,,,115205,,,77387,76319,114903,114903,40746,114684,170386,372,170386,,,,
77368,77368,,FALSE,FALSE,,,,115206,,,77388,76320,114904,114904,40747,114685,170387,292,170387,,,,
77369,77369,,FALSE,FALSE,,,,115207,,,77389,76321,114905,114905,40748,114686,170388,1004,170388,,,,
77370,77370,,FALSE,FALSE,,,,115208,,,77390,76322,114906,114906,40749,114687,170389,544,170389,,,,
77371,77371,,FALSE,FALSE,,,,115209,,,77391,76323,114907,114907,40750,114688,170390,563,170390,,,,
77372,77372,,FALSE,FALSE,,,,115210,,,77392,76324,114908,114908,40751,114689,170391,845,170391,,,,
77373,77373,,FALSE,FALSE,,,,115211,,,77393,76325,114909,114909,40752,114690,170392,499,170392,,,,
77374,77374,,FALSE,FALSE,,,,115212,,,77394,76326,114910,114910,40753,114691,170393,1125,170393,,,,
77375,77375,,FALSE,FALSE,,,,115213,,,77395,76327,114911,114911,40754,114692,170394,759,170394,,,,
77376,77376,,FALSE,FALSE,,,,115214,,,77396,76328,114912,114912,40755,114693,170395,824,170395,,,,
77377,77377,,FALSE,FALSE,,,,115215,,,77397,76329,114913,114913,40756,114694,170396,310,170396,,,,
77378,77378,,FALSE,FALSE,,,,115216,,,77398,76330,114914,114914,40757,114695,170397,499,170397,,,,
77379,77379,,FALSE,FALSE,,,,115217,,,77399,76331,114915,114915,40758,114696,170398,693,170398,,,,
77380,77380,,FALSE,FALSE,,,,115218,,,77400,76332,114916,114916,40759,114697,170399,335,170399,,,,
77381,77381,,FALSE,FALSE,,,,115219,,,77401,76333,114917,114917,40760,114698,170400,1288,170400,,,,
77382,77382,,FALSE,FALSE,,,,115220,,,77402,76334,114918,114918,40761,114699,170401,399,170401,,,,
77383,77383,,FALSE,FALSE,,,,115221,,,77403,76335,114919,114919,40762,114700,170402,435,170402,,,,
77384,77384,,FALSE,FALSE,,,,115222,,,77404,76336,114920,114920,40763,114701,170403,626,170403,,,,
77385,77385,,FALSE,FALSE,,,,115223,,,77405,76337,114921,114921,40764,114702,170404,499,170404,,,,
77386,77386,,FALSE,FALSE,,,,115224,,,77406,76338,114922,114922,40765,114703,170405,960,170405,,,,
77387,77387,,FALSE,FALSE,,,,115225,,,77407,76339,114923,114923,40766,114704,170406,461,170406,,,,
77388,77388,,FALSE,FALSE,,,,115226,,,77408,76340,114924,114924,40767,114705,170407,607,170407,,,,
77389,77389,,FALSE,FALSE,,,,115227,,,77409,76341,114925,114925,40768,114706,170408,744,170408,,,,
77390,77390,,FALSE,FALSE,,,,115228,,,77410,76342,114926,114926,40769,114707,170409,399,170409,,,,
77391,77391,,FALSE,FALSE,,,,115229,,,77411,76343,114927,114927,40770,114708,170410,499,170410,,,,
77392,77392,,FALSE,FALSE,,,,115230,,,77412,76344,114928,114928,40771,114709,170411,776,170411,,,,
77393,77393,,FALSE,FALSE,,,,115231,,,77413,76345,114929,114929,40772,114710,170412,776,170412,,,,
77394,77394,,FALSE,FALSE,,,,115232,,,77414,76346,114930,114930,40773,114711,170413,831,170413,,,,
77395,77395,,FALSE,FALSE,,,,115233,,,77415,76347,114931,114931,40774,114712,170414,529,170414,,,,
77396,77396,,FALSE,FALSE,,,,115234,,,77416,76348,114932,114932,40775,114713,170415,883,170415,,,,
77397,77397,,FALSE,FALSE,,,,115235,,,77417,76349,114933,114933,40776,114714,170416,343,170416,,,,
77398,77398,,FALSE,FALSE,,,,115236,,,77418,76350,114934,114934,40777,114715,170417,499,170417,,,,
77399,77399,,FALSE,FALSE,,,,115237,,,77419,76351,114935,114935,40778,114716,170418,522,170418,,,,
77400,77400,,FALSE,FALSE,,,,115238,,,77420,76352,114936,114936,40779,114717,170419,317,170419,,,,
77401,77401,,FALSE,FALSE,,,,115239,,,77421,76353,114937,114937,40780,114718,170420,496,170420,,,,
77402,77402,,FALSE,FALSE,,,,115240,,,77422,76354,114938,114938,40781,114719,170421,832,170421,,,,
77403,77403,,FALSE,FALSE,,,,115241,,,77423,76355,114939,114939,40782,114720,170422,728,170422,,,,
77404,77404,,FALSE,FALSE,,,,115242,,,77424,76356,114940,114940,40783,114721,170423,382,170423,,,,
77405,77405,,FALSE,FALSE,,,,115243,,,77425,76357,114941,114941,40784,114722,170424,471,170424,,,,
77406,77406,,FALSE,FALSE,,,,115244,,,77426,76358,114942,114942,40785,114723,170425,458,170425,,,,
77407,77407,,FALSE,FALSE,,,,115245,,,77427,76359,114943,114943,40786,114724,170426,597,170426,,,,
77408,77408,,FALSE,FALSE,,,,115246,,,77428,76360,114944,114944,40787,114725,170427,436,170427,,,,
77409,77409,,FALSE,FALSE,,,,115247,,,77429,76361,114945,114945,40788,114726,170428,397,170428,,,,
77410,77410,,FALSE,FALSE,,,,115248,,,77430,76362,114946,114946,40789,114727,170429,1419,170429,,,,
